theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,url
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-108-B,1.1.02-108-B,4 Points,What must you heed in this situation?,A. - pass at walking speed only; B. - pass only if you are sure that passengers are not endangered; C. - not pass under any circumstances,A. - pass at walking speed only; B. - pass only if you are sure that passengers are not endangered,"When public transport and school buses are at a stop and their hazard warning lights are switched on, the following applies: Vehicles may only pass them at walking speed and at a sufficient distance. This applies to oncoming traffic as well as to vehicles travelling in the same direction as the bus. Any danger to passengers must be ruled out by you as the driver of the vehicle.",images/1_1_02-108-B.png,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-108-B
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-109-B,1.1.02-109-B,4 Points,Which statements are correct in this situation?,"A. Cars coming from the opposite direction may pass the bus provided that they do so with care; B. You may pass the bus provided that you do so with care; C. As you are coming from the opposite direction, you do not need to worry about the bus",A. Cars coming from the opposite direction may pass the bus provided that they do so with care; B. You may pass the bus provided that you do so with care,"Vehicles coming from both directions may only pass public buses, school buses and trams stopped at bus stops with caution. As the bus has not switched on its hazard warning lights, you do not have to slow your vehicle down to walking speed. Be especially attentive in the situation!",images/1_1_02-109-B.png,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-109-B
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-110-B,1.1.02-110-B,4 Points,Which statements are correct in this situation?,A. The bus may be passed in either lane but no faster than at walking speed; B. Vehicles in both lanes must stop if passengers would otherwise be endangered; C. The vehicles in the left lane may pass the bus without paying any special attention,A. The bus may be passed in either lane but no faster than at walking speed; B. Vehicles in both lanes must stop if passengers would otherwise be endangered,"If a bus is at a stop and its hazard warning lights are switched on, you as the driver may only pass the bus at walking speed on the same carriageway. Keep a sufficient distance. If necessary, you must stop and wait. The reason for this is the safety of bus passengers, which must always be ensured. This also applies to road users travelling in oncoming traffic on the same carriageway.",images/1_1_02-110-B.png,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-110-B
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-112,1.1.02-112,5 Points,In a residential area a ball rolls out in front of your vehicle. How must you react?,A. Brake; B. Continue driving; C. Avoid hitting it,A. Brake,"If a ball rolls in front of your vehicle in a residential area, you must expect a child to suddenly run into the road. You must therefore brake and be ready to stop, as the principle of trust does not apply in this case.",,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-112
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-113,1.1.02-113,5 Points,You are approaching children playing on the pavement. How must you behave?,A. Slow down and be ready to brake; B. Continue driving as before so as not to impede the traffic behind you; C. Sound your horn and continue driving,A. Slow down and be ready to brake,Children playing on the pavement could unexpectedly run onto the roadway. The principle of trust is therefore suspended. You must reduce speed and be ready to brake.,,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-113
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-114,1.1.02-114,4 Points,What should you anticipate in this situation?,"A. - will run onto the carriageway, pulling the child behind it; B. - will break free and the child will run after it; C. - will be kept securely under control by the child","A. - will run onto the carriageway, pulling the child behind it; B. - will break free and the child will run after it","In this situation, you should be prepared for the danger of the dog running into the lane and dragging the child behind it, and of the dog breaking loose and the child running after it.",images/1_1_02-114.png,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-114
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-115,1.1.02-115,5 Points,"In this situation, do you have to proceed slowly and be ready to brake?","A. Yes, because passengers could cross the road from in front of the bus; B. Yes, because pedestrians not alighting from the bus could cross the road; C. Yes, because the bus will begin moving immediately","A. Yes, because passengers could cross the road from in front of the bus; B. Yes, because pedestrians not alighting from the bus could cross the road","As the bus is at the stop and flashing on the right, you should only drive past it very carefully. In addition, there is a person standing directly in front of the bus and thus in your immediate vicinity. You must also expect passengers to get off the bus. Other people may approach the bus from the other side of the road and want to get on. You should therefore slow down in any case so that you can brake immediately if necessary.",,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-115
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-116,1.1.02-116,4 Points,The tram has just become stationary at the stop. What is the right course of action?,A. - may not be endangered; B. - may not be impeded; C. - may be warned using the horn,A. - may not be endangered; B. - may not be impeded,You may carefully pass a stopping tram at walking speed - but only if this does not endanger or obstruct any passengers.,images/1_1_02-116.png,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-116
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-117,1.1.02-117,5 Points,Why must you pause here?,A. - the child; B. - the motorbike; C. - the off-road vehicle,A. - the child,"It's not clear what the child will do. It would be possible for the child to run onto the road without paying attention to the traffic. Therefore, you must carefully pass through: You should drive very slowly and be ready to brake.",,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-117
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-119,1.1.02-119,5 Points,What should you do?,A. Slow to walking pace; B. Remain ready to brake; C. Continue driving as before,A. Slow to walking pace; B. Remain ready to brake,"Special caution is always required towards children in road traffic. In this situation, you must expect that the small child will continue to drive onto the road behind the van. Slow down to walking speed and remain alert and ready to brake at all times. Stop if necessary if you are not sure how the child will behave. It would be grossly negligent to just honk your horn and drive on.",images/1_1_02-119.png,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-119
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-120-M,1.1.02-120-M,4 Points,What should you do?,"A. Brake early, to clearly indicate to the pedestrians that I am allowing them to cross; B. Continue driving, even if the pedestrians stop briefly; C. Arc around the pedestrians, to avoid impeding the following traffic","A. Brake early, to clearly indicate to the pedestrians that I am allowing them to cross","Pedestrians always have absolute priority at pedestrian crossings. Therefore, brake your vehicle in good time and in a clearly visible manner. This way, pedestrians can easily see that you are fulfilling your obligation to wait and that they can enter the roadway. Even if the pedestrians are still standing at the roadside, it would be absolutely forbidden to simply drive on.",images/1_1_02-120-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-120-M
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-121-M,1.1.02-121-M,4 Points,What should you do?,"A. Wait to allow pedestrians to cross the road; B. Continue driving, because there is sufficient time before the pedestrians have reached my side of the road; C. Continue driving, because there are pedestrians on the left side of the road only",A. Wait to allow pedestrians to cross the road,"When pedestrians wait at a zebra crossing to cross the road, they have priority. This also applies if they are on the left-hand side of the road. You should therefore brake in good time. Pedestrians must be able to see that you are complying with your obligation to stop. Even if the pedestrians stop first and wait, you must give them the right of way in a clearly visible manner.",images/1_1_02-121-M.png,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-121-M
Theme 1.1.,Danger Teaching,1.1.02 Chapter,Behavior Towards Pedestrians,1.1.02-122,1.1.02-122,4 Points,What actions should you anticipate at such stops?,A. Pedestrians will step off the tram-stop island unheedingly; B. Pedestrians will run across the road to the tram-stop island; C. Pedestrians will wait until the road is clear,A. Pedestrians will step off the tram-stop island unheedingly; B. Pedestrians will run across the road to the tram-stop island,"Pedestrians are required to wait at such traffic islands. You are therefore allowed to pass the tram even if the tram doors are still open. But because people often behave carelessly when getting on and off the tram, dangerous situations arise time and again. For example, without paying attention to the traffic, passengers simply run across the carriageway to reach the tram.",images/1_1_02-122.png,https://www.clickclickdrive.de/fragenkatalog/en/1.1.-danger-teaching/1.1.02-behavior-towards-pedestrians/1.1.02-122
