theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,video_paths,url
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-038-M,1.1.02-038-M,4 Punkte,Mit welchen Gefahren müssen Sie rechnen?,A. - auf die Fahrbahn fahren; B. - auf dem Radweg weiterfahren; C. - stehen bleiben,A. - auf die Fahrbahn fahren,"Fahrradfahrer verhalten sich nicht immer verkehrsgerecht. Hier könnte das Kind, auch wenn es vorher zu Ihnen nach links gesehen hat, auf die Fahrbahn fahren. Um eine gefährliche Situation zu vermeiden, sollten Sie daher Ihr Tempo senken und in Bremsbereitschaft gehen.",images/1_1_02-038-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-038-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-039-M,1.1.02-039-M,4 Punkte,Wie verhalten Sie sich?,A. Kinder beobachten; B. Bremsbereit sein; C. Mit unveränderter Geschwindigkeit weiterfahren,A. Kinder beobachten; B. Bremsbereit sein,"Reduzieren Sie die Geschwindigkeit und beobachten Sie die beiden Kinder sehr genau. Seien Sie vorsichtig und bremsbereit. Halten Sie an, wenn das Verhalten der Kinder dies erforderlich macht.",images/1_1_02-039-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-039-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-040-M,1.1.02-040-M,5 Punkte,Womit müssen Sie rechnen?,A. - nach links abbiegen; B. - auf die andere Straßenseite fahren; C. - mich beim Weiterfahren nicht beeinträchtigen,A. - nach links abbiegen; B. - auf die andere Straßenseite fahren,"Es ist immer möglich, dass sich Radfahrer nicht verkehrsgerecht verhalten. Ein Radfahrer könnte nach links abbiegen oder die Straßenseite wechseln, ohne dies mit Handzeichen anzuzeigen. Bei zwei Radfahrern ist es möglich, dass der zweite ebenfalls ohne Handzeichen dem ersten folgt. Deshalb sollten Sie bremsbereit sein, auch wenn die Radfahrer weiter geradeaus fahren.",images/1_1_02-040-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-040-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-041-M,1.1.02-041-M,5 Punkte,Mit welchen Gefahren müssen Sie rechnen?,A. Die Kinder verlassen die Fahrbahn nicht rechtzeitig; B. Einzelne Kinder kehren wieder um; C. Alle Kinder warten auf dem Gehweg,A. Die Kinder verlassen die Fahrbahn nicht rechtzeitig; B. Einzelne Kinder kehren wieder um,"Liegt ein Ball auf der Straße, ist davon auszugehen, dass ein Kind ihn holen kommen wird. Für Sie als Autofahrer heißt das: sofort anhalten, damit das Kind den Ball gefahrlos holen kann. Bei Kindern müssen Sie damit rechnen, dass sie sich verkehrswidrig verhalten und Gefahren nicht richtig einschätzen können.",images/1_1_02-041-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-041-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-042-M,1.1.02-042-M,5 Punkte,Wie sollten Sie sich verhalten?,A. Auf Schrittgeschwindigkeit abbremsen; B. Bremsbereit bleiben; C. Unvermindert weiterfahren,A. Auf Schrittgeschwindigkeit abbremsen; B. Bremsbereit bleiben,"Hier gilt: Geschwindigkeit sofort reduzieren, bremsbereit sein und langsam an der Situation vorbeifahren. Bei spielenden Kindern ist davon auszugehen, dass sie nicht auf den Verkehr achten und sich nicht verkehrsgerecht verhalten.",images/1_1_02-042-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-042-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-043-M,1.1.02-043-M,5 Punkte,Wie müssen Sie sich verhalten?,A. Sofort auf Schrittgeschwindigkeit abbremsen; B. Bremsbereit bleiben; C. Mit unverminderter Geschwindigkeit vorbeifahren,A. Sofort auf Schrittgeschwindigkeit abbremsen; B. Bremsbereit bleiben,"Höchstwahrscheinlich wird dem Ball hinterher ein Kind auf die Straße gerannt kommen, ohne dabei auf den Verkehr zu achten. Verlangsamen Sie Ihr Fahrzeug sofort auf Schrittgeschwindigkeit. Seien Sie besonders aufmerksam und bremsbereit!",images/1_1_02-043-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-043-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-046-M,1.1.02-046-M,4 Punkte,Welche Fahrzeuge dürfen hier nur mit Schrittgeschwindigkeit und unter Ausschluss jeglicher Gefährdung der Fahrgäste vorbeifahren?,A. - in gleicher Richtung fahren; B. - entgegenkommen,A. - in gleicher Richtung fahren; B. - entgegenkommen,"Wenn an einer Haltestelle die Warnblinkanlage eines Busses angeschaltet ist, müssen in beiden Fahrtrichtungen alle Fahrzeuge den Bus mit Schrittgeschwindigkeit passieren. Eine Gefährdung oder Behinderung der ein- und aussteigenden Fahrgäste ist auszuschließen.",images/1_1_02-046-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-046-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-048-M,1.1.02-048-M,5 Punkte,Wie sollten Sie sich jetzt verhalten?,A. Ich bremse auf Schrittgeschwindigkeit ab; B. Ich bleibe bremsbereit; C. Ich überhole [den Radfahrer],A. Ich bremse auf Schrittgeschwindigkeit ab; B. Ich bleibe bremsbereit,"Da sich Kinder sowohl links, als auch rechts auf der Straße befinden, solltest du auf Schrittgeschwindigkeit abbremsen und bremsbereit bleiben.",images/1_1_02-048-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-048-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-049,1.1.02-049,4 Punkte,Wie verhalten Sie sich in dieser Situation?,A. Ich führe eine Gefahrenbremsung durch; B. Ich hupe und fahre weiter; C. Ich beschleunige,A. Ich führe eine Gefahrenbremsung durch,"Führen Sie sofort eine Gefahrenbremsung durch, um einen Zusammenstoß mit dem von links kommenden Radfahrer zu verhindern. Weiterzufahren wäre in der Situation gefährlich, obwohl die Ampel in Ihrer Richtung Grün zeigt.",images/1_1_02-049.png,videos/1_1_02-049.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-049
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-050-M,1.1.02-050-M,5 Punkte,Warum müssen Sie hier langsam und bremsbereit fahren?,A. Weil die Verkehrssituation unübersichtlich ist; B. Weil sich ein Kind auf der Fahrbahn befindet; C. Weil [der weiße Transporter] anfährt,A. Weil die Verkehrssituation unübersichtlich ist; B. Weil sich ein Kind auf der Fahrbahn befindet,"Das Kind hinter dem links stehenden Transporter läuft in Richtung Fahrbahn. Sie können nicht erkennen, ob es stehen bleiben wird. Seien Sie daher in dieser unübersichtlichen Verkehrssituation besonders aufmerksam und vorsichtig. Fahren Sie langsam und seien Sie bremsbereit.",images/1_1_02-050-M.png,videos/1_1_02-050-M.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-050-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-051-M,1.1.02-051-M,4 Punkte,Wie verhalten Sie sich in dieser Situation richtig?,"A. Ich halte an und lasse die Person die Straße überqueren; B. Ich fahre mit ausreichendem Abstand links an der Person vorbei; C. Ich signalisiere der Person durch Betätigung der Lichthupe, dass ich warte",A. Ich halte an und lasse die Person die Straße überqueren,"Der Mann, trägt eine gelbe Armbinde und führt einen Blindenhund mit sich. Er ist blind oder sehbehindert und kann die Verkehrssituation nicht sehen. Blinden gegenüber gilt besondere Rücksicht. Daher musst du ihn vor dir die Straße überqueren lassen.",images/1_1_02-051-M.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-051-M
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-052,1.1.02-052,4 Punkte,"Warum müssen Sie damit rechnen, dass Kinder sich im Straßenverkehr unvorhersehbar verhalten?","A. - leicht ablenkbar sind; B. - die Verkehrssituation häufig nur unvollständig überblicken können; C. - oft nicht zuordnen können, aus welcher Richtung ein Geräusch kommt","A. - leicht ablenkbar sind; B. - die Verkehrssituation häufig nur unvollständig überblicken können; C. - oft nicht zuordnen können, aus welcher Richtung ein Geräusch kommt","Kinder verhalten sich oftmals unvorhersehbar, weshalb andere Verkehrsteilnehmer bei Kindern immer mit dem Unerwarteten rechnen müssen. Durch äußere Reize in der Umwelt werden kleine Kinder ständig von der Straße und dem Verkehr abgelenkt. Sie lassen ihren Blick kontinuierlich in der Umgebung wandern und bleiben bei interessanten Geschehen oder Gegenständen hängen. Auch die Geräuschwahrnehmung entwickelt sich erst im Laufe des Lebens und ist bei Kindern nur eingeschränkt vorhanden. Deswegen können Kinder die vielen Geräusche im Straßenverkehr meist keiner bestimmten Richtung zuordnen und es fällt ihnen schwerer, rein akustisch einzuschätzen, aus welcher Richtung sich ein Fahrzeug nähert.
Neben der Richtungswahrnehmung ist auch die Wahrnehmung von Entfernungen, Geschwindigkeiten und Bremswegen im Kindesalter noch nicht vollständig ausgeprägt. Daher können Kinder die Verkehrssituation häufig nur unvollständig überblicken.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-052
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-107,1.1.02-107,4 Punkte,Auf dem Gehweg läuft ein Kind mit einem Hund an der Leine. Kann hieraus eine Gefahr entstehen?,"A. Ja, wenn der Hund plötzlich auf die Fahrbahn läuft und das Kind hinter sich herzieht; B. Ja, wenn der Hund sich losreißt und das Kind hinterherrennt; C. Nein, weil Hunde den Verkehr scheuen","A. Ja, wenn der Hund plötzlich auf die Fahrbahn läuft und das Kind hinter sich herzieht; B. Ja, wenn der Hund sich losreißt und das Kind hinterherrennt","Hier können gefährliche Situationen entstehen. Der Hund könnte sich losreißen und das Kind ihm hinterherlaufen. Es wäre auch denkbar, dass der Hund auf die Fahrbahn rennt und das Kind einfach mitzieht. Sie sollten deshalb langsam fahren und bremsbereit sein.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-107
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-108-B,1.1.02-108-B,4 Punkte,Was müssen Sie in dieser Situation beachten?,"A. - nur mit Schrittgeschwindigkeit vorbeifahren; B. - nur vorbeifahren, wenn eine Gefährdung von Fahrgästen ausgeschlossen ist; C. - in keinem Fall vorbeifahren","A. - nur mit Schrittgeschwindigkeit vorbeifahren; B. - nur vorbeifahren, wenn eine Gefährdung von Fahrgästen ausgeschlossen ist","Wenn Linien- und Schulbussen an einer Haltestelle stehen und ihre Warnblinkanlage eingeschaltet ist, dann gilt: Fahrzeuge dürfen nur in Schrittgeschwindigkeit und mit einem ausreichenden Abstand an ihnen vorbeifahren. Dies gilt für den entgegenkommenden Verkehr genauso wie für Fahrzeuge, die in gleicher Richtung wie der Bus unterwegs sind. Jede Gefährdung der Fahrgäste muss durch Sie als Fahrzeugführer ausgeschlossen werden.",images/1_1_02-108-B.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-108-B
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-109-B,1.1.02-109-B,4 Punkte,Was ist in dieser Situation richtig?,A. Die entgegenkommenden Pkw dürfen nur vorsichtig an dem Bus vorbeifahren; B. Sie dürfen nur vorsichtig an dem Bus vorbeifahren; C. Als Gegenverkehr brauchen Sie den Bus nicht besonders zu beachten,A. Die entgegenkommenden Pkw dürfen nur vorsichtig an dem Bus vorbeifahren; B. Sie dürfen nur vorsichtig an dem Bus vorbeifahren,"Aus beiden Richtungen kommende Fahrzeuge dürfen nur vorsichtig an Linienbussen, Schulbussen und Straßenbahnen vorbeifahren, die an Haltestellen stehen. Da der Bus die Warnblinkanlage nicht eingeschaltet hat, müssen Sie Ihr Fahrzeug nicht auf Schrittgeschwindigkeit abbremsen. Seien Sie in der Situation besonders aufmerksam!",images/1_1_02-109-B.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-109-B
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-110-B,1.1.02-110-B,4 Punkte,Was ist in dieser Situation richtig?,"A. Auf beiden Fahrstreifen darf höchstens mit Schrittgeschwindigkeit an dem Bus vorbeigefahren werden; B. Auf beiden Fahrstreifen muss angehalten werden, wenn sonst Fahrgäste gefährdet würden; C. Die Fahrzeuge auf dem linken Fahrstreifen dürfen ohne besondere Vorsicht an dem Bus vorbeifahren","A. Auf beiden Fahrstreifen darf höchstens mit Schrittgeschwindigkeit an dem Bus vorbeigefahren werden; B. Auf beiden Fahrstreifen muss angehalten werden, wenn sonst Fahrgäste gefährdet würden","Wenn ein Bus in der Haltestelle steht und seine Warnblinkanlage eingeschaltet ist, dürfen Sie als Fahrer auf derselben Fahrbahn nur im Schritttempo am Bus vorbeifahren. Halten Sie genügend Abstand. Falls nötig müssen Sie anhalten und warten. Der Grund hierfür ist die Sicherheit der Busfahrgäste, für die immer gesorgt sein muss. Dies gilt auch für Verkehrsteilnehmer, die im Gegenverkehr auf derselben Fahrbahn unterwegs sind.",images/1_1_02-110-B.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-110-B
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-112,1.1.02-112,5 Punkte,In einem Wohngebiet rollt ein Ball vor Ihr Fahrzeug. Wie müssen Sie reagieren?,A. Bremsen; B. Weiterfahren; C. Ausweichen,A. Bremsen,"Wenn ein Ball in einem Wohngebiet vor Ihr Fahrzeug rollt, müssen Sie damit rechnen, dass ein Kind plötzlich auf die Straße läuft. Sie müssen daher bremsen und anhaltebereit sein, da der Vertrauensgrundsatz in diesem Fall nicht gilt.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-112
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-113,1.1.02-113,5 Punkte,"Sie nähern sich Kindern, die auf dem Gehweg spielen. Wie müssen Sie sich verhalten?","A. Langsamer fahren und bremsbereit sein; B. Unverändert weiterfahren, um den nachfolgenden Verkehr nicht zu behindern; C. Hupen und weiterfahren",A. Langsamer fahren und bremsbereit sein,"Kinder, die auf dem Gehweg spielen, könnten unerwartet auf die Fahrbahn laufen. Der Vertrauensgrundsatz ist daher aufgehoben. Sie müssen die Geschwindigkeit vermindern und bremsbereit sein.",,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-113
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-114,1.1.02-114,4 Punkte,Worauf sollten Sie sich in dieser Situation einstellen?,A. - läuft auf die Fahrbahn und zieht das Kind hinter sich her; B. - reißt sich los und das Kind läuft hinterher; C. - wird von dem Kind sicher unter Kontrolle gehalten,A. - läuft auf die Fahrbahn und zieht das Kind hinter sich her; B. - reißt sich los und das Kind läuft hinterher,"In dieser Situation solltest du dich auf die Gefahr einstellen, dass der Hund auf die Fahrbahn läuft und das Kind hinter sich herzieht und das der Hund sich los reist und das Kind hinterherläuft.",images/1_1_02-114.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-114
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-115,1.1.02-115,5 Punkte,Müssen Sie hier langsam und bremsbereit fahren?,"A. Ja, da Fahrgäste vor dem Bus die Fahrbahn überqueren könnten; B. Ja, da Personen, die nicht aus dem Bus kommen, die Fahrbahn überqueren könnten; C. Ja, da der Bus sofort anfahren wird","A. Ja, da Fahrgäste vor dem Bus die Fahrbahn überqueren könnten; B. Ja, da Personen, die nicht aus dem Bus kommen, die Fahrbahn überqueren könnten","Da der Bus an der Haltestelle steht und rechts blinkt, sollten Sie nur sehr vorsichtig an ihm vorbeifahren. Darüber hinaus steht eine Person direkt vor dem Bus und damit in Ihrer unmittelbaren Nähe. Sie müssen außerdem damit rechnen, dass Fahrgäste aus dem Bus aussteigen. Weitere Personen könnten sich dem Bus von der anderen Straßenseite aus nähern und in ihn einsteigen wollen. Sie sollten daher auf jeden Fall Ihr Fahrtempo drosseln, um wenn nötig sofort bremsen zu können.",images/1_1_02-115.png,videos/1_1_02-115.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-115
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-116,1.1.02-116,4 Punkte,Die Straßenbahn ist an der Haltestelle gerade zum Stehen gekommen. Welches Verhalten ist richtig?,A. - dürfen nicht gefährdet werden; B. - dürfen nicht behindert werden; C. - dürfen mit der Hupe gewarnt werden,A. - dürfen nicht gefährdet werden; B. - dürfen nicht behindert werden,"An einer haltenden Straßenbahn dürfen Sie vorsichtig mit Schrittgeschwindigkeit vorbeifahren – aber nur dann, wenn dadurch keine Fahrgäste gefährdet oder behindert werden.",images/1_1_02-116.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-116
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-117,1.1.02-117,5 Punkte,Warum müssen Sie hier verzögern?,A. - des Kindes; B. - des Motorrades; C. - des Geländewagens,A. - des Kindes,"Es ist unklar, was das Kind machen wird. Möglich wäre, dass das Kind auf die Fahrbahn läuft, ohne auf den Verkehr zu achten. Deshalb müssen Sie die Stelle vorsichtig passieren: Fahren Sie sehr langsam und in Bremsbereitschaft.",images/1_1_02-117.png,videos/1_1_02-117.mp4,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-117
Thema 1.1.,Gefahrenlehre,1.1.02 Kapitel,Verhalten Gegenueber Fussgaengern,1.1.02-119,1.1.02-119,5 Punkte,Wie sollten Sie sich verhalten?,A. Auf Schrittgeschwindigkeit abbremsen; B. Bremsbereit bleiben; C. Unverändert weiterfahren,A. Auf Schrittgeschwindigkeit abbremsen; B. Bremsbereit bleiben,"Gegenüber Kindern ist im Straßenverkehr immer besondere Vorsicht geboten. Sie müssen in dieser Situation damit rechnen, dass das kleine Kind hinter dem Transporter weiter auf die Straße fährt. Bremsen Sie auf Schrittgeschwindigkeit ab und bleiben Sie aufmerksam und jederzeit bremsbereit. Halten Sie notfalls an, wenn Sie nicht sicher sind, wie sich das Kind verhalten wird. Es wäre grob fahrlässig, hier nur zu hupen und einfach weiterzufahren.",images/1_1_02-119.png,,https://www.clickclickdrive.de/fragenkatalog/1.1.-gefahrenlehre/1.1.02-verhalten-gegenueber-fussgaengern/1.1.02-119
